Token,Emotions,EmotionCount
fragt,"curiosity, desire, neutral, surprise",4
schließlich,"admiration, curiosity, fear, joy, love, neutral, realization, sadness",8
sag,"curiosity, neutral",2
willst,"annoyance, caring, confusion, fear, love, nervousness, neutral",7
mädchens,"admiration, annoyance, joy, neutral",4
sehen,"admiration, annoyance, curiosity, desire, disgust, gratitude, love, neutral, realization, sadness, surprise",11
große,"admiration, amusement, approval, caring, curiosity, excitement, fear, joy, love, nervousness, neutral, optimism, remorse, sadness, surprise",15
kerze,"disappointment, neutral",2
licht,"admiration, anger, annoyance, approval, caring, curiosity, disgust, fear, joy, neutral, realization, sadness",12
worten,"love, neutral, realization",3
zurückgekehrt,"joy, neutral",2
stanislaus,"grief, neutral",2
gehörte,"love, neutral, pride",3
tot,"amusement, anger, fear, grief, joy, love, neutral, sadness, surprise",9
treppe,"admiration, annoyance, joy, neutral, sadness",5
hauses,"admiration, joy, neutral",3
liegt,"curiosity, fear, neutral, sadness",4
getan,"amusement, annoyance, approval, caring, fear, neutral, realization, remorse",8
verlässt,"love, neutral",2
letzten,"amusement, approval, disapproval, fear, joy, neutral, realization",7
begegnung,"admiration, neutral, sadness",3
liebsten,"caring, love, neutral, sadness",4
sagt,"admiration, approval, curiosity, disgust, joy, love, neutral, realization",8
viele,"admiration, annoyance, approval, curiosity, disappointment, fear, joy, love, neutral, realization, sadness",11
wohl.,"love, neutral",2
michael,"admiration, neutral, sadness",3
volk,"anger, annoyance, joy, love, neutral",5
maria,"neutral, sadness",2
stück,"admiration, caring, disgust, joy, neutral, sadness",6
matthäus,"neutral, surprise",2
anna,"admiration, neutral, sadness, surprise",4
gedient,"admiration, neutral, optimism",3
urteil,"love, neutral",2
weshalb,"neutral, surprise",2
hof,"admiration, annoyance, curiosity, disappointment, disgust, fear, neutral, optimism, sadness",9
falschen,"annoyance, joy, neutral",3
bart,"admiration, anger, disgust, joy, neutral",5
kinn,"amusement, neutral",2
fenster,"admiration, amusement, anger, annoyance, curiosity, disgust, love, neutral",8
blick,"admiration, anger, curiosity, embarrassment, love, neutral, realization",7
schlafgemach,"disapproval, neutral",2
drossel,"admiration, amusement, neutral",3
freier,"admiration, amusement, anger, joy, neutral",5
weist,"annoyance, joy, neutral",3
lustig,"amusement, joy, love, neutral",4
lieber,"admiration, curiosity, disgust, embarrassment, love, neutral",6
genug,"admiration, anger, neutral, realization",4
hochmut,"admiration, annoyance, neutral",3
erstes,"neutral, optimism",2
schwelle,"admiration, neutral",2
folgenden,"amusement, anger, neutral, relief",4
gefunden,"admiration, approval, caring, disgust, joy, love, neutral, realization",8
nieder,"admiration, disgust, gratitude, grief, joy, love, nervousness, neutral, optimism, sadness",10
verbirgt,"disappointment, neutral",2
arbeitet,"anger, neutral",2
finger,"admiration, anger, disgust, neutral, optimism",5
rühren,"disgust, neutral",2
brot,"admiration, annoyance, approval, disgust, embarrassment, neutral, sadness, surprise",8
zerbricht,"neutral, optimism, realization",3
ungeschickt,"admiration, embarrassment, neutral, realization",4
kleidung,"admiration, fear, neutral, realization",4
fährmann,"approval, fear, neutral",3
befehl,"neutral, sadness",2
erhalten,"love, neutral",2
paar,"admiration, annoyance, curiosity, desire, fear, joy, neutral",7
übrig,"anger, neutral",2
zeigt,"admiration, approval, curiosity, joy, neutral, realization",6
steuern,"admiration, approval, disappointment, neutral",4
bezahlen,"confusion, disapproval, neutral, sadness, surprise",5
sparen,"amusement, neutral",2
wenigen,"fear, neutral, sadness",3
neues,"annoyance, approval, joy, love, neutral, realization, sadness",7
erscheinen,"admiration, joy, neutral, sadness",4
männer,"anger, annoyance, desire, disappointment, fear, neutral, realization",7
geht,"admiration, anger, curiosity, joy, love, neutral, realization, sadness",8
statt,"curiosity, love, neutral, remorse, sadness, surprise",6
krügen,"approval, neutral",2
markt,"anger, approval, neutral",3
stand,"admiration, amusement, anger, annoyance, caring, desire, excitement, fear, gratitude, grief, joy, love, neutral, pride, realization, sadness, surprise",17
außer,"annoyance, neutral, sadness",3
samt,"admiration, annoyance, disgust, neutral, optimism",5
handelt,"admiration, curiosity, neutral, realization",4
hilfe,"admiration, approval, caring, desire, disappointment, gratitude, neutral, optimism, sadness",9
gelangt,"curiosity, fear, joy, neutral, realization",5
unterdessen,"anger, neutral",2
köchin,"admiration, desire, disapproval, gratitude, neutral",5
bleiben,"admiration, fear, joy, love, neutral, sadness",6
verloren,"annoyance, approval, caring, curiosity, disappointment, gratitude, joy, neutral, sadness",9
appetit,"caring, neutral",2
küche,"admiration, amusement, desire, neutral",4
überaus,"admiration, annoyance, neutral",3
fleißig,"admiration, annoyance, neutral, realization",4
immer,"admiration, amusement, annoyance, approval, caring, curiosity, desire, disappointment, disgust, excitement, fear, love, neutral, optimism, realization, remorse, sadness, surprise",18
vermeintlichen,"joy, love, neutral, realization",4
eilt,"admiration, love, neutral",3
frei,"admiration, approval, gratitude, joy, love, neutral, sadness",7
bietet,"approval, neutral, surprise",3
tun,"annoyance, caring, gratitude, joy, neutral, sadness",6
bedeutet,"joy, neutral, realization",3
eigenes,"disappointment, joy, neutral, realization",4
länger,"confusion, disapproval, nervousness, neutral, realization, sadness",6
hochmütig,"admiration, neutral",2
klärt,"confusion, neutral",2
hals,"admiration, anger, caring, fear, neutral",5
fallen,"caring, disgust, fear, joy, love, neutral, sadness",7
warten,"caring, love, nervousness, neutral",4
gelernt,"approval, love, neutral, realization",4
wirklich,"admiration, caring, nervousness, neutral",4
weinend,"neutral, sadness",2
küssen,"love, neutral",2
fahren,"anger, annoyance, fear, joy, neutral",5
königlichen,"annoyance, caring, desire, love, neutral, sadness",6
jorinde,"admiration, amusement, excitement, joy, love, neutral",6
and,"amusement, neutral",2
joringel,"admiration, amusement, annoyance, disgust, excitement, grief, joy, love, neutral, sadness",10
märchen,"admiration, joy, love, neutral",4
gestellt,"admiration, neutral, optimism",3
wobei,"curiosity, joy, neutral",3
miteinander,"joy, neutral",2
wurden,"admiration, anger, annoyance, disappointment, embarrassment, joy, neutral, sadness",8
töchterchen,"admiration, desire, neutral",3
heißt,"admiration, neutral, realization",3
nennen,"excitement, love, neutral",3
familie,"admiration, annoyance, grief, neutral, sadness",5
kindern,"anger, annoyance, curiosity, joy, neutral, sadness",6
verborgen,"caring, neutral, optimism",3
wäldern,"neutral, sadness",2
moor,"disappointment, neutral, sadness",3
unterschlupf,"annoyance, neutral, sadness",3
kinder,"admiration, anger, annoyance, approval, caring, curiosity, disappointment, fear, gratitude, grief, love, neutral, relief, sadness",14
währt,"neutral, surprise",2
welt,"admiration, anger, annoyance, caring, curiosity, desire, disapproval, embarrassment, excitement, fear, gratitude, grief, joy, love, neutral, optimism, realization, sadness, surprise",19
krieg,"admiration, anger, disappointment, grief, neutral, realization, sadness",7
dabei,"admiration, annoyance, approval, caring, curiosity, desire, gratitude, love, neutral, realization, sadness",11
mordgesellen,"disappointment, neutral",2
spur,"caring, neutral, surprise",3
steht,"admiration, approval, caring, curiosity, disgust, fear, joy, love, neutral, sadness, surprise",11
singt,"joy, love, neutral",3
wollt,"admiration, annoyance, neutral",3
fern,"admiration, gratitude, neutral",3
…,"love, neutral, sadness",3
könnt,"admiration, annoyance, neutral, sadness",4
plötzlich,"admiration, annoyance, curiosity, excitement, fear, gratitude, love, neutral, realization, sadness, surprise",11
augen,"admiration, amusement, anger, annoyance, approval, caring, confusion, disappointment, disgust, gratitude, joy, love, neutral, realization, remorse, sadness, surprise",17
verschwunden,"admiration, annoyance, disappointment, neutral, realization, sadness",6
seltsam,"disgust, neutral, surprise",3
eule,"annoyance, neutral",2
offen,"neutral, sadness",2
jorindes,"disappointment, neutral",2
verschwinden,"anger, annoyance, disgust, joy, neutral",5
eltern,"admiration, anger, approval, desire, disappointment, joy, love, neutral, sadness, surprise",10
tag,"admiration, amusement, annoyance, approval, caring, curiosity, desire, embarrassment, excitement, gratitude, joy, love, neutral, realization, relief, sadness",16
nacht,"admiration, amusement, confusion, disgust, fear, joy, love, neutral, realization, sadness, surprise",11
landsknechte,"anger, neutral",2
durchs,"anger, embarrassment, love, neutral",4
heim,"embarrassment, fear, gratitude, joy, love, neutral, optimism, sadness, surprise",9
entdeckt,"admiration, caring, neutral, realization",4
burg,"amusement, annoyance, curiosity, desire, disappointment, fear, joy, neutral, realization, sadness",10
lied,"amusement, excitement, joy, love, nervousness, neutral",6
ringlein,"love, nervousness, neutral",3
singen,"admiration, amusement, curiosity, excitement, love, neutral",6
kraft,"excitement, neutral, realization",3
käfige,"neutral, surprise",2
darin,"admiration, anger, annoyance, caring, curiosity, desire, neutral, sadness, surprise",9
hängen,"annoyance, curiosity, embarrassment, neutral, sadness",5
dürfe,"annoyance, disapproval, gratitude, neutral",4
mitnehmen,"neutral, realization, sadness",3
möge,"joy, neutral, optimism",3
schlüssel,"joy, neutral",2
liebenden,"neutral, optimism",2
zauberin,"love, neutral, surprise",3
schenkt,"amusement, confusion, disappointment, neutral, pride",5
menschliche,"annoyance, confusion, desire, joy, love, neutral, realization",7
gestalt,"admiration, annoyance, confusion, desire, disappointment, disgust, joy, love, neutral, realization, sadness",11
gehen,"admiration, annoyance, approval, curiosity, disappointment, excitement, gratitude, love, neutral, sadness",10
ewig,"annoyance, fear, neutral",3
erreichen,"disappointment, neutral",2
festen,"approval, neutral",2
abwesenheit,"curiosity, neutral",2
gefahr,"admiration, fear, gratitude, neutral, sadness",5
rennt,"curiosity, disappointment, fear, neutral",4
gerade,"admiration, amusement, anger, annoyance, caring, gratitude, joy, neutral, sadness",9
gelingt,"admiration, amusement, approval, disappointment, neutral",5
kreaturen,"anger, neutral",2
schlagen,"admiration, fear, neutral, surprise",4
beginnt,"admiration, annoyance, joy, love, neutral, realization",6
vernehmen,"amusement, neutral, surprise",3
rennen,"neutral, sadness",2
freudig,"admiration, neutral",2
alte,"admiration, amusement, anger, annoyance, caring, curiosity, disapproval, disgust, embarrassment, fear, grief, joy, love, neutral, realization, sadness",16
baum,"admiration, amusement, annoyance, confusion, curiosity, disappointment, fear, joy, neutral, realization",10
holle,"admiration, annoyance, caring, fear, gratitude, neutral, sadness",7
witwe,"annoyance, neutral",2
töchter,"admiration, annoyance, confusion, curiosity, neutral, sadness",6
kaum,"admiration, annoyance, approval, disappointment, disgust, embarrassment, fear, joy, love, neutral, realization, sadness, surprise",13
marie,"admiration, caring, fear, gratitude, joy, love, neutral, sadness",8
fleiß,"joy, neutral",2
haushalt,"caring, neutral",2
luise,"admiration, amusement, annoyance, curiosity, grief, joy, neutral, realization, remorse, sadness",10
haut,"excitement, neutral, realization, sadness",4
gegensatz,"approval, neutral",2
jedermann,"admiration, annoyance, love, neutral",4
hilft,"caring, embarrassment, love, neutral",4
faul,"admiration, annoyance, neutral, realization",4
neidisch,"annoyance, disapproval, neutral",3
struppi,"joy, neutral",2
hund,"annoyance, desire, disappointment, joy, neutral",5
kümmert,"confusion, joy, neutral",3
wohl,"admiration, amusement, approval, caring, confusion, curiosity, desire, fear, joy, love, neutral, pride, realization, sadness",14
sodass,"curiosity, disappointment, fear, neutral",4
schwester,"amusement, annoyance, curiosity, joy, love, neutral, optimism, sadness",8
sogar,"admiration, approval, desire, joy, neutral",5
überlassen,"admiration, neutral",2
geschützt,"neutral, realization",2
tanzfest,"joy, neutral",2
wolle,"admiration, curiosity, joy, neutral, realization",5
spinnen,"amusement, fear, joy, neutral, realization, sadness",6
spindel,"amusement, annoyance, curiosity, joy, neutral, sadness",6
