Token,EmotionCount,Emotions
bricht,6,"anger, disgust, fear, joy, neutral, sadness"
bürgermeister,2,"neutral, sadness"
willen,4,"caring, gratitude, neutral, surprise"
ebenfalls,4,"approval, gratitude, neutral, sadness"
sterben,8,"admiration, anger, annoyance, caring, curiosity, love, neutral, sadness"
darüber,7,"admiration, annoyance, disappointment, joy, neutral, remorse, sadness"
aufgenommen,2,"admiration, neutral"
verliebt,5,"admiration, love, neutral, realization, sadness"
barbaras,2,"grief, neutral"
retten,6,"anger, caring, fear, grief, neutral, sadness"
daher,5,"admiration, annoyance, caring, neutral, surprise"
abermals,3,"annoyance, caring, neutral"
fast,10,"admiration, anger, curiosity, disgust, excitement, fear, grief, joy, neutral, sadness"
erinnert,2,"joy, neutral"
natur,3,"annoyance, neutral, pride"
jugend,2,"neutral, sadness"
weigert,3,"disappointment, neutral, sadness"
fragt,4,"curiosity, desire, neutral, surprise"
schließlich,8,"admiration, curiosity, fear, joy, love, neutral, realization, sadness"
sag,2,"curiosity, neutral"
willst,7,"annoyance, caring, confusion, fear, love, nervousness, neutral"
mädchens,4,"admiration, annoyance, joy, neutral"
sehen,11,"admiration, annoyance, curiosity, desire, disgust, gratitude, love, neutral, realization, sadness, surprise"
große,15,"admiration, amusement, approval, caring, curiosity, excitement, fear, joy, love, nervousness, neutral, optimism, remorse, sadness, surprise"
kerze,2,"disappointment, neutral"
licht,12,"admiration, anger, annoyance, approval, caring, curiosity, disgust, fear, joy, neutral, realization, sadness"
worten,3,"love, neutral, realization"
zurückgekehrt,2,"joy, neutral"
stanislaus,2,"grief, neutral"
gehörte,3,"love, neutral, pride"
tot,9,"amusement, anger, fear, grief, joy, love, neutral, sadness, surprise"
treppe,5,"admiration, annoyance, joy, neutral, sadness"
hauses,3,"admiration, joy, neutral"
liegt,4,"curiosity, fear, neutral, sadness"
getan,8,"amusement, annoyance, approval, caring, fear, neutral, realization, remorse"
verlässt,2,"love, neutral"
letzten,7,"amusement, approval, disapproval, fear, joy, neutral, realization"
begegnung,3,"admiration, neutral, sadness"
liebsten,4,"caring, love, neutral, sadness"
sagt,8,"admiration, approval, curiosity, disgust, joy, love, neutral, realization"
viele,11,"admiration, annoyance, approval, curiosity, disappointment, fear, joy, love, neutral, realization, sadness"
wohl.,2,"love, neutral"
michael,3,"admiration, neutral, sadness"
volk,5,"anger, annoyance, joy, love, neutral"
maria,2,"neutral, sadness"
stück,6,"admiration, caring, disgust, joy, neutral, sadness"
matthäus,2,"neutral, surprise"
anna,4,"admiration, neutral, sadness, surprise"
gedient,3,"admiration, neutral, optimism"
urteil,2,"love, neutral"
weshalb,2,"neutral, surprise"
hof,9,"admiration, annoyance, curiosity, disappointment, disgust, fear, neutral, optimism, sadness"
falschen,3,"annoyance, joy, neutral"
bart,5,"admiration, anger, disgust, joy, neutral"
kinn,2,"amusement, neutral"
fenster,8,"admiration, amusement, anger, annoyance, curiosity, disgust, love, neutral"
blick,7,"admiration, anger, curiosity, embarrassment, love, neutral, realization"
schlafgemach,2,"disapproval, neutral"
drossel,3,"admiration, amusement, neutral"
freier,5,"admiration, amusement, anger, joy, neutral"
weist,3,"annoyance, joy, neutral"
lustig,4,"amusement, joy, love, neutral"
lieber,6,"admiration, curiosity, disgust, embarrassment, love, neutral"
genug,4,"admiration, anger, neutral, realization"
hochmut,3,"admiration, annoyance, neutral"
erstes,2,"neutral, optimism"
schwelle,2,"admiration, neutral"
folgenden,4,"amusement, anger, neutral, relief"
gefunden,8,"admiration, approval, caring, disgust, joy, love, neutral, realization"
nieder,10,"admiration, disgust, gratitude, grief, joy, love, nervousness, neutral, optimism, sadness"
verbirgt,2,"disappointment, neutral"
arbeitet,2,"anger, neutral"
finger,5,"admiration, anger, disgust, neutral, optimism"
rühren,2,"disgust, neutral"
brot,8,"admiration, annoyance, approval, disgust, embarrassment, neutral, sadness, surprise"
zerbricht,3,"neutral, optimism, realization"
ungeschickt,4,"admiration, embarrassment, neutral, realization"
kleidung,4,"admiration, fear, neutral, realization"
fährmann,3,"approval, fear, neutral"
befehl,2,"neutral, sadness"
erhalten,2,"love, neutral"
paar,7,"admiration, annoyance, curiosity, desire, fear, joy, neutral"
übrig,2,"anger, neutral"
zeigt,6,"admiration, approval, curiosity, joy, neutral, realization"
steuern,4,"admiration, approval, disappointment, neutral"
bezahlen,5,"confusion, disapproval, neutral, sadness, surprise"
sparen,2,"amusement, neutral"
wenigen,3,"fear, neutral, sadness"
neues,7,"annoyance, approval, joy, love, neutral, realization, sadness"
erscheinen,4,"admiration, joy, neutral, sadness"
männer,7,"anger, annoyance, desire, disappointment, fear, neutral, realization"
geht,8,"admiration, anger, curiosity, joy, love, neutral, realization, sadness"
statt,6,"curiosity, love, neutral, remorse, sadness, surprise"
krügen,2,"approval, neutral"
markt,3,"anger, approval, neutral"
stand,17,"admiration, amusement, anger, annoyance, caring, desire, excitement, fear, gratitude, grief, joy, love, neutral, pride, realization, sadness, surprise"
außer,3,"annoyance, neutral, sadness"
samt,5,"admiration, annoyance, disgust, neutral, optimism"
handelt,4,"admiration, curiosity, neutral, realization"
hilfe,9,"admiration, approval, caring, desire, disappointment, gratitude, neutral, optimism, sadness"
gelangt,5,"curiosity, fear, joy, neutral, realization"
unterdessen,2,"anger, neutral"
köchin,5,"admiration, desire, disapproval, gratitude, neutral"
bleiben,6,"admiration, fear, joy, love, neutral, sadness"
verloren,9,"annoyance, approval, caring, curiosity, disappointment, gratitude, joy, neutral, sadness"
appetit,2,"caring, neutral"
küche,4,"admiration, amusement, desire, neutral"
überaus,3,"admiration, annoyance, neutral"
fleißig,4,"admiration, annoyance, neutral, realization"
immer,18,"admiration, amusement, annoyance, approval, caring, curiosity, desire, disappointment, disgust, excitement, fear, love, neutral, optimism, realization, remorse, sadness, surprise"
vermeintlichen,4,"joy, love, neutral, realization"
eilt,3,"admiration, love, neutral"
frei,7,"admiration, approval, gratitude, joy, love, neutral, sadness"
bietet,3,"approval, neutral, surprise"
tun,6,"annoyance, caring, gratitude, joy, neutral, sadness"
bedeutet,3,"joy, neutral, realization"
eigenes,4,"disappointment, joy, neutral, realization"
länger,6,"confusion, disapproval, nervousness, neutral, realization, sadness"
hochmütig,2,"admiration, neutral"
klärt,2,"confusion, neutral"
hals,5,"admiration, anger, caring, fear, neutral"
fallen,7,"caring, disgust, fear, joy, love, neutral, sadness"
warten,4,"caring, love, nervousness, neutral"
gelernt,4,"approval, love, neutral, realization"
wirklich,4,"admiration, caring, nervousness, neutral"
weinend,2,"neutral, sadness"
küssen,2,"love, neutral"
fahren,5,"anger, annoyance, fear, joy, neutral"
königlichen,6,"annoyance, caring, desire, love, neutral, sadness"
jorinde,6,"admiration, amusement, excitement, joy, love, neutral"
and,2,"amusement, neutral"
joringel,10,"admiration, amusement, annoyance, disgust, excitement, grief, joy, love, neutral, sadness"
märchen,4,"admiration, joy, love, neutral"
gestellt,3,"admiration, neutral, optimism"
wobei,3,"curiosity, joy, neutral"
miteinander,2,"joy, neutral"
wurden,8,"admiration, anger, annoyance, disappointment, embarrassment, joy, neutral, sadness"
töchterchen,3,"admiration, desire, neutral"
heißt,3,"admiration, neutral, realization"
nennen,3,"excitement, love, neutral"
familie,5,"admiration, annoyance, grief, neutral, sadness"
kindern,6,"anger, annoyance, curiosity, joy, neutral, sadness"
verborgen,3,"caring, neutral, optimism"
wäldern,2,"neutral, sadness"
moor,3,"disappointment, neutral, sadness"
unterschlupf,3,"annoyance, neutral, sadness"
kinder,14,"admiration, anger, annoyance, approval, caring, curiosity, disappointment, fear, gratitude, grief, love, neutral, relief, sadness"
währt,2,"neutral, surprise"
welt,19,"admiration, anger, annoyance, caring, curiosity, desire, disapproval, embarrassment, excitement, fear, gratitude, grief, joy, love, neutral, optimism, realization, sadness, surprise"
krieg,7,"admiration, anger, disappointment, grief, neutral, realization, sadness"
dabei,11,"admiration, annoyance, approval, caring, curiosity, desire, gratitude, love, neutral, realization, sadness"
mordgesellen,2,"disappointment, neutral"
spur,3,"caring, neutral, surprise"
steht,11,"admiration, approval, caring, curiosity, disgust, fear, joy, love, neutral, sadness, surprise"
singt,3,"joy, love, neutral"
wollt,3,"admiration, annoyance, neutral"
fern,3,"admiration, gratitude, neutral"
…,3,"love, neutral, sadness"
könnt,4,"admiration, annoyance, neutral, sadness"
plötzlich,11,"admiration, annoyance, curiosity, excitement, fear, gratitude, love, neutral, realization, sadness, surprise"
augen,17,"admiration, amusement, anger, annoyance, approval, caring, confusion, disappointment, disgust, gratitude, joy, love, neutral, realization, remorse, sadness, surprise"
verschwunden,6,"admiration, annoyance, disappointment, neutral, realization, sadness"
seltsam,3,"disgust, neutral, surprise"
eule,2,"annoyance, neutral"
offen,2,"neutral, sadness"
jorindes,2,"disappointment, neutral"
verschwinden,5,"anger, annoyance, disgust, joy, neutral"
eltern,10,"admiration, anger, approval, desire, disappointment, joy, love, neutral, sadness, surprise"
tag,16,"admiration, amusement, annoyance, approval, caring, curiosity, desire, embarrassment, excitement, gratitude, joy, love, neutral, realization, relief, sadness"
nacht,11,"admiration, amusement, confusion, disgust, fear, joy, love, neutral, realization, sadness, surprise"
landsknechte,2,"anger, neutral"
durchs,4,"anger, embarrassment, love, neutral"
heim,9,"embarrassment, fear, gratitude, joy, love, neutral, optimism, sadness, surprise"
entdeckt,4,"admiration, caring, neutral, realization"
burg,10,"amusement, annoyance, curiosity, desire, disappointment, fear, joy, neutral, realization, sadness"
lied,6,"amusement, excitement, joy, love, nervousness, neutral"
ringlein,3,"love, nervousness, neutral"
singen,6,"admiration, amusement, curiosity, excitement, love, neutral"
kraft,3,"excitement, neutral, realization"
käfige,2,"neutral, surprise"
darin,9,"admiration, anger, annoyance, caring, curiosity, desire, neutral, sadness, surprise"
hängen,5,"annoyance, curiosity, embarrassment, neutral, sadness"
dürfe,4,"annoyance, disapproval, gratitude, neutral"
mitnehmen,3,"neutral, realization, sadness"
möge,3,"joy, neutral, optimism"
schlüssel,2,"joy, neutral"
liebenden,2,"neutral, optimism"
zauberin,3,"love, neutral, surprise"
schenkt,5,"amusement, confusion, disappointment, neutral, pride"
menschliche,7,"annoyance, confusion, desire, joy, love, neutral, realization"
gestalt,11,"admiration, annoyance, confusion, desire, disappointment, disgust, joy, love, neutral, realization, sadness"
gehen,10,"admiration, annoyance, approval, curiosity, disappointment, excitement, gratitude, love, neutral, sadness"
ewig,3,"annoyance, fear, neutral"
erreichen,2,"disappointment, neutral"
festen,2,"approval, neutral"
abwesenheit,2,"curiosity, neutral"
gefahr,5,"admiration, fear, gratitude, neutral, sadness"
rennt,4,"curiosity, disappointment, fear, neutral"
gerade,9,"admiration, amusement, anger, annoyance, caring, gratitude, joy, neutral, sadness"
gelingt,5,"admiration, amusement, approval, disappointment, neutral"
kreaturen,2,"anger, neutral"
schlagen,4,"admiration, fear, neutral, surprise"
beginnt,6,"admiration, annoyance, joy, love, neutral, realization"
vernehmen,3,"amusement, neutral, surprise"
rennen,2,"neutral, sadness"
freudig,2,"admiration, neutral"
alte,16,"admiration, amusement, anger, annoyance, caring, curiosity, disapproval, disgust, embarrassment, fear, grief, joy, love, neutral, realization, sadness"
baum,10,"admiration, amusement, annoyance, confusion, curiosity, disappointment, fear, joy, neutral, realization"
holle,7,"admiration, annoyance, caring, fear, gratitude, neutral, sadness"
witwe,2,"annoyance, neutral"
töchter,6,"admiration, annoyance, confusion, curiosity, neutral, sadness"
kaum,13,"admiration, annoyance, approval, disappointment, disgust, embarrassment, fear, joy, love, neutral, realization, sadness, surprise"
marie,8,"admiration, caring, fear, gratitude, joy, love, neutral, sadness"
fleiß,2,"joy, neutral"
haushalt,2,"caring, neutral"
luise,10,"admiration, amusement, annoyance, curiosity, grief, joy, neutral, realization, remorse, sadness"
haut,4,"excitement, neutral, realization, sadness"
gegensatz,2,"approval, neutral"
jedermann,4,"admiration, annoyance, love, neutral"
hilft,4,"caring, embarrassment, love, neutral"
faul,4,"admiration, annoyance, neutral, realization"
neidisch,3,"annoyance, disapproval, neutral"
struppi,2,"joy, neutral"
hund,5,"annoyance, desire, disappointment, joy, neutral"
kümmert,3,"confusion, joy, neutral"
wohl,14,"admiration, amusement, approval, caring, confusion, curiosity, desire, fear, joy, love, neutral, pride, realization, sadness"
sodass,4,"curiosity, disappointment, fear, neutral"
schwester,8,"amusement, annoyance, curiosity, joy, love, neutral, optimism, sadness"
sogar,5,"admiration, approval, desire, joy, neutral"
überlassen,2,"admiration, neutral"
geschützt,2,"neutral, realization"
tanzfest,2,"joy, neutral"
wolle,5,"admiration, curiosity, joy, neutral, realization"
spinnen,6,"amusement, fear, joy, neutral, realization, sadness"
spindel,6,"amusement, annoyance, curiosity, joy, neutral, sadness"
