Token,Emotions,EmotionCount
kerl,"admiration, neutral",2
genügt,"joy, neutral",2
wahrhaftig,"joy, neutral",2
gib,"caring, neutral",2
prächtigsten,"admiration, approval, neutral",3
allerbesten,"admiration, neutral",2
jämmerliche,"approval, neutral",2
überhaupt,"approval, neutral",2
türmen,"admiration, neutral",2
gewohnt,"admiration, neutral",2
funken,"neutral, realization",2
einher,"neutral, sadness",2
verschwanden,"admiration, neutral, surprise",3
gemalt,"neutral, realization",2
einsehen,"neutral, realization",2
feiner,"admiration, neutral",2
warfen,"amusement, neutral",2
tabak,"admiration, neutral",2
dauerte,"neutral, realization",2
schuhmacherfrau,"admiration, neutral",2
gemeint,"embarrassment, neutral",2
karen,"admiration, approval, disgust, joy, neutral, remorse",6
darein,"anger, neutral",2
gräulich,"fear, neutral",2
strömten,"disappointment, neutral",2
allerliebst,"approval, excitement, love, neutral",4
rothe,"admiration, caring, disgust, neutral",4
glänzen,"approval, neutral",2
paßten,"admiration, neutral",2
wunderbar,"admiration, neutral",2
neigte,"admiration, gratitude, neutral, realization",4
tanzt,"amusement, approval, disappointment, neutral",4
kniete,"love, neutral",2
kelche,"gratitude, neutral",2
stieg,"admiration, confusion, neutral",3
gewaltig,"fear, gratitude, neutral",3
gewartet,"joy, neutral",2
genesen,"neutral, sadness",2
sünde,"fear, neutral, realization, remorse",4
finstern,"joy, neutral",2
besseres,"curiosity, neutral, realization",3
stolze,"admiration, annoyance, neutral",3
gnade,"joy, neutral",2
hineinkommen,"disapproval, neutral",2
geführt,"embarrassment, neutral, sadness",3
dienst,"curiosity, neutral, sadness",3
fleißig,"admiration, neutral",2
sonntage,"excitement, neutral",2
orgeltöne,"admiration, neutral",2
hilf,"approval, neutral, sadness",3
berührte,"neutral, realization, sadness",3
orgel,"admiration, joy, neutral",3
kinderstimmen,"joy, neutral",2
korn,"admiration, neutral",2
aufgesetzt,"annoyance, neutral",2
wäldern,"admiration, approval, neutral",3
neste,"joy, neutral",2
schwammen,"admiration, disapproval, neutral",3
klettenblatt,"admiration, neutral",2
rapp,"love, neutral",2
platzen,"curiosity, neutral",2
schwimmen,"admiration, curiosity, neutral",3
keins,"gratitude, neutral",2
entleinmutter,"admiration, neutral",2
platsch,"fear, neutral",2
schwamm,"admiration, amusement, neutral, remorse",4
entenhof,"caring, neutral",2
aalkopf,"admiration, fear, neutral",3
euern,"admiration, neutral",2
thaten,"annoyance, neutral",2
büschen,"love, neutral",2
grüßte,"admiration, neutral",2
gänse,"love, neutral, sadness",3
richtiger,"admiration, neutral",2
gekrochen,"disgust, neutral",2
jäger,"admiration, neutral",2
dampf,"amusement, fear, neutral",3
dunkeln,"love, neutral",2
moore,"love, neutral",2
tobte,"fear, neutral",2
kater,"curiosity, gratitude, neutral",3
henne,"admiration, neutral",2
sprühte,"disgust, neutral",2
eier,"admiration, neutral",2
litt,"fear, nervousness, neutral",3
güte,"admiration, neutral, realization",3
darfst,"admiration, neutral",2
schlechter,"disapproval, neutral",2
sonderbare,"admiration, neutral",2
grillen,"joy, neutral",2
lege,"fear, neutral",2
glaubst,"curiosity, neutral",2
zusammenschlagen,"admiration, neutral",2
eigenthümlichen,"neutral, sadness",2
glücklichen,"joy, neutral",2
eise,"admiration, neutral",2
haufen,"fear, neutral",2
noth,"admiration, fear, neutral",3
scheinen,"admiration, disappointment, neutral",3
brausten,"joy, neutral",2
duftete,"admiration, neutral",2
vögeln,"curiosity, neutral",2
wasserfläche,"desire, neutral",2
brod,"admiration, neutral",2
neigten,"joy, neutral",2
seejungfer,"admiration, amusement, curiosity, embarrassment, fear, joy, love, neutral, sadness",9
irgendein,"admiration, neutral",2
kirchtürme,"admiration, neutral",2
reicher,"anger, neutral, pride",3
nackte,"admiration, neutral",2
zart,"admiration, approval, neutral",3
rosenblatt,"admiration, disgust, neutral",3
endete,"love, neutral",2
meeresgrunde,"admiration, approval, neutral",3
meerweiblein,"admiration, neutral",2
bilde,"caring, neutral",2
wurzeln,"disgust, neutral",2
städten,"love, neutral",2
tieren,"curiosity, neutral",2
mondschein,"admiration, neutral",2
warten,"annoyance, neutral",2
aufsteigen,"admiration, neutral",2
längsten,"disappointment, neutral",2
lärm,"admiration, neutral",2
schwarm,"admiration, neutral",2
wilder,"neutral, sadness",2
hügel,"fear, neutral",2
schauten,"neutral, sadness",2
dreist,"disappointment, neutral",2
herrlichste,"admiration, approval, neutral",3
kreuzten,"neutral, surprise",2
emporhob,"admiration, neutral",2
hübsch,"admiration, disappointment, neutral",3
austern,"admiration, neutral",2
schwanze,"admiration, neutral",2
segel,"admiration, fear, neutral",3
rührte,"annoyance, neutral",2
matrosen,"fear, neutral",2
deck,"amusement, neutral",2
erschreckt,"fear, neutral",2
schwangen,"disappointment, neutral",2
klaren,"admiration, amusement, curiosity, gratitude, neutral",5
stillen,"admiration, approval, desire, neutral, sadness",5
tau,"admiration, neutral",2
bunten,"admiration, amusement, neutral",3
breitete,"neutral, relief",2
wogen,"gratitude, neutral",2
herauf,"anger, neutral, sadness",3
mindeste,"neutral, sadness",2
unwetter,"fear, neutral",2
wünschte,"desire, fear, love, neutral",4
schimmerte,"admiration, neutral",2
bucht,"fear, neutral",2
sorgte,"admiration, neutral",2
paßte,"love, neutral",2
reifen,"admiration, neutral",2
trost,"neutral, realization",2
flochten,"admiration, neutral",2
aushalten,"caring, neutral",2
erhoben,"disappointment, neutral, optimism",3
säulen,"admiration, neutral",2
strahlen,"love, neutral",2
flaggen,"amusement, neutral",2
innig,"love, neutral",2
antwort,"annoyance, love, neutral",3
höhere,"annoyance, neutral",2
dreihundert,"excitement, gratitude, neutral, optimism",4
schaum,"annoyance, love, neutral",3
unsterbliche,"approval, confusion, curiosity, desire, neutral, optimism",6
schimmernden,"desire, neutral",2
rechte,"admiration, neutral, realization",3
klarem,"admiration, neutral",2
muschelschalen,"joy, neutral, pride",3
brennenden,"neutral, realization",2
kummer,"admiration, neutral, sadness",3
waldhorn,"admiration, neutral",2
strecke,"amusement, neutral",2
polypen,"fear, neutral",2
wälzten,"amusement, neutral",2
zeigten,"disgust, neutral",2
errichtet,"neutral, surprise",2
schwebenden,"admiration, neutral",2
schritt,"anger, neutral",2
bedenke,"curiosity, neutral",2
ineinander,"admiration, love, neutral",3
behalte,"admiration, gratitude, neutral",3
schwarzes,"fear, neutral",2
gehst,"disapproval, neutral",2
stumm,"admiration, disappointment, neutral",3
nackend,"fear, neutral",2
träte,"neutral, sadness",2
bekleidet,"amusement, neutral, realization",3
wüßte,"admiration, neutral",2
zehenspitzen,"admiration, neutral",2
marmortreppe,"neutral, surprise",2
unterging,"admiration, desire, neutral",3
tempel,"approval, caring, joy, love, neutral",5
gefolge,"admiration, neutral",2
stummes,"admiration, annoyance, neutral",3
findelkind,"neutral, sadness",2
näherte,"neutral, realization",2
tauchten,"approval, neutral",2
schleppe,"admiration, neutral",2
selben,"admiration, desire, neutral",3
täglich,"approval, neutral",2
ahnte,"admiration, neutral",2
atmete,"neutral, sadness",2
spritzt,"gratitude, neutral",2
heftete,"admiration, neutral",2
stürzte,"confusion, fear, neutral, surprise",4
lächeln,"joy, love, neutral, sadness",4
prüfungszeit,"joy, neutral",2
stimmen,"admiration, neutral",2
schwebten,"admiration, neutral",2
wem,"confusion, love, neutral",3
ewiges,"annoyance, neutral",2
lüfte,"joy, neutral",2
durchsichtigen,"admiration, neutral",2
rathe,"annoyance, neutral",2
amte,"confusion, neutral",2
verlangten,"neutral, sadness",2
arbeiteten,"annoyance, neutral",2
tauge,"admiration, confusion, disapproval, neutral",4
minister,"neutral, realization",2
behüte,"admiration, neutral",2
muster,"admiration, neutral",2
webte,"neutral, sadness",2
majestät,"admiration, neutral",2
beifall,"neutral, realization",2
procession,"admiration, neutral",2
titel,"annoyance, neutral, realization",3
angezündet,"amusement, annoyance, neutral",3
thronhimmel,"admiration, neutral",2
merken,"annoyance, neutral",2
landmanns,"neutral, sadness",2
erstreckte,"fear, neutral",2
erbaut,"disgust, neutral",2
schmerzen,"caring, neutral",2
fromm,"admiration, neutral",2
unschuldig,"approval, neutral",2
stahl,"admiration, desire, neutral",3
hunderte,"admiration, amusement, neutral",3
gekostet,"disapproval, neutral",2
theil,"joy, neutral",2
baumzweige,"love, neutral",2
gekannt,"joy, neutral",2
nahebei,"love, neutral",2
ufern,"admiration, neutral",2
weicher,"caring, neutral",2
unermüdlich,"joy, neutral",2
strauß,"admiration, disappointment, neutral",3
süßen,"curiosity, neutral",2
finster,"fear, neutral",2
kehrten,"anger, neutral",2
ruhte,"neutral, sadness",2
weinten,"neutral, sadness",2
verstanden,"excitement, neutral, optimism",3
klippe,"love, neutral, realization",3
mitte,"admiration, neutral",2
nehmt,"caring, joy, neutral",3
welle,"admiration, neutral",2
muth,"curiosity, neutral",2
rein,"admiration, love, neutral, realization",4
fata,"neutral, realization",2
morgana,"neutral, realization",2
herrliches,"admiration, curiosity, neutral",3
hineinbringen,"anger, neutral",2
stürzten,"anger, disgust, neutral",3
segelte,"love, neutral",2
herrlichsten,"admiration, disgust, neutral",3
glänzend,"admiration, neutral",2
flachs,"admiration, neutral",2
merke,"annoyance, approval, neutral",3
geschlafen,"curiosity, neutral",2
nessel,"neutral, realization",2
thue,"amusement, neutral",2
eilig,"admiration, neutral",2
floh,"fear, love, neutral",3
plätscherten,"fear, neutral",2
handschuhe,"neutral, sadness",2
blendend,"admiration, neutral",2
gerichte,"admiration, neutral",2
schmerzte,"neutral, sadness",2
ganzem,"caring, neutral, sadness",3
schmerz,"admiration, caring, disappointment, love, neutral, realization, sadness",7
qual,"caring, neutral",2
erduldet,"admiration, neutral",2
lamien,"fear, neutral",2
zweifel,"fear, neutral",2
sammet,"admiration, neutral",2
schimmernde,"fear, neutral, realization",3
diamanten,"disgust, neutral, surprise",3
wünschten,"desire, neutral",2
fehlte,"disappointment, neutral, realization",3
freundlichen,"fear, neutral",2
versprochen,"neutral, optimism",2
armes,"neutral, sadness",2
verbreitete,"disgust, neutral",2
duftende,"annoyance, neutral, sadness",3
glückseligkeit,"neutral, optimism",2
gerstenkorn,"neutral, sadness",2
walnußschale,"admiration, neutral",2
niedliche,"admiration, curiosity, disapproval, neutral",4
hausen,"admiration, neutral",2
blatte,"curiosity, disapproval, neutral, sadness",4
koax,"admiration, disgust, neutral",3
zähnen,"caring, joy, neutral",3
stiel,"fear, neutral",2
niedlicher,"approval, neutral",2
schmetterling,"love, neutral",2
gefiel,"admiration, love, neutral",3
klauen,"amusement, neutral",2
loskommen,"neutral, sadness",2
verhungern,"gratitude, neutral",2
erbärmlich,"neutral, sadness",2
gefrorenen,"approval, neutral",2
samtpelz,"admiration, neutral",2
besonnener,"fear, neutral",2
spazieren,"annoyance, neutral",2
leid,"disappointment, love, neutral, realization, sadness",5
teppich,"admiration, neutral",2
vogels,"admiration, neutral",2
verspätet,"neutral, realization",2
hierhergekommen,"neutral, sadness",2
quivit,"amusement, curiosity, gratitude, neutral",4
langweilige,"annoyance, neutral",2
samtpelze,"neutral, realization",2
fehlen,"curiosity, neutral",2
aussteuer,"curiosity, neutral",2
ungern,"annoyance, neutral",2
weintrauben,"approval, neutral",2
goldkrone,"admiration, neutral",2
irrte,"fear, neutral",2
aufgebahrten,"disapproval, neutral",2
wusste,"admiration, confusion, disapproval, joy, love, neutral",6
fürchte,"fear, neutral",2
manchmal,"approval, joy, love, neutral, realization",5
nährte,"neutral, realization",2
versteinerten,"desire, neutral",2
grau,"neutral, surprise",2
heiratete,"admiration, love, neutral",3
begleiter,"caring, fear, neutral",3
erwartung,"amusement, neutral",2
schnaubte,"love, neutral",2
stritten,"admiration, amusement, neutral",3
windstoß,"admiration, neutral",2
stolz,"admiration, annoyance, embarrassment, joy, neutral, pride",6
hässliches,"annoyance, neutral",2
russischen,"admiration, neutral",2
schwefelholz,"neutral, realization",2
hölzer,"fear, neutral",2
wirkte,"disappointment, neutral",2
dünnes,"neutral, sadness",2
schachtel,"neutral, optimism, realization",3
eilten,"curiosity, neutral",2
flamme,"admiration, curiosity, disgust, neutral, realization",5
blühen,"joy, neutral",2
winziges,"admiration, joy, neutral",3
liebes,"disappointment, love, neutral",3
blattes,"neutral, sadness",2
freiheit,"approval, neutral",2
entdeckte,"neutral, realization",2
menschenkind,"admiration, neutral",2
erzählst,"admiration, neutral",2
ordnung,"neutral, realization",2
ding,"neutral, realization",2
felder,"neutral, sadness",2
schimpfte,"love, neutral",2
zuneigung,"approval, neutral",2
unerreichbar,"admiration, neutral",2
verliebte,"love, neutral",2
liebte,"admiration, annoyance, disappointment, love, neutral, realization",6
schmetterlinge,"admiration, neutral, surprise",3
kronen,"admiration, neutral",2
schmetterlingen,"admiration, neutral",2
kümmerte,"annoyance, neutral, sadness",3
wahr,"approval, curiosity, neutral",3
umarmten,"love, neutral",2
diente,"gratitude, neutral",2
echte,"admiration, desire, joy, neutral",4
geblendet,"admiration, neutral",2
neid,"neutral, realization",2
stattdessen,"admiration, neutral",2
nachtlager,"nervousness, neutral",2
stopfte,"admiration, neutral",2
ertränken,"anger, neutral",2
bewachte,"neutral, realization",2
verschwenderisch,"annoyance, neutral",2
benutzte,"admiration, neutral",2
staunen,"admiration, neutral",2
halt,"anger, neutral",2
verdient,"fear, joy, neutral",3
gärten,"neutral, sadness",2
singende,"admiration, neutral",2
willigte,"anger, neutral",2
wahre,"admiration, desire, disappointment, neutral, realization",5
waldgeister,"desire, neutral",2
entstelltes,"disgust, neutral",2
versteckte,"neutral, surprise",2
beantwortete,"annoyance, neutral",2
liebten,"love, neutral",2
schwenkte,"caring, neutral",2
gefeiert,"joy, neutral",2
zauberte,"amusement, joy, neutral",3
glasschale,"admiration, neutral",2
sieger,"excitement, neutral",2
erklären,"admiration, neutral",2
entkam,"disappointment, neutral",2
sicherheit,"love, neutral",2
herzform,"desire, neutral",2
windhauch,"neutral, realization",2
versuchte,"disappointment, neutral, sadness, surprise",4
schützte,"fear, neutral",2
gepäck,"neutral, optimism",2
morgentau,"neutral, realization",2
baute,"admiration, neutral",2
neugier,"annoyance, curiosity, neutral, surprise",4
scham,"embarrassment, neutral",2
geriet,"fear, joy, neutral, surprise",4
wischte,"admiration, neutral",2
gestand,"disappointment, neutral, sadness",3
lernte,"amusement, neutral",2
geheimnisvoll,"joy, neutral",2
vernunft,"neutral, realization",2
küsste,"love, neutral",2
zersprang,"fear, neutral",2
schätzen,"caring, joy, neutral",3
victorias,"love, neutral",2
gehörte,"neutral, realization",2
gemächer,"approval, neutral",2
meeresvolk,"disappointment, neutral",2
beobachtete,"admiration, caring, neutral",3
scuttle,"neutral, realization",2
eriks,"neutral, realization",2
vertrag,"grief, neutral",2
herzens,"admiration, love, neutral",3
bursche,"neutral, sadness",2
verdienen,"caring, neutral",2
rufen,"amusement, neutral",2
falle,"amusement, neutral",2
fegte,"admiration, neutral",2
dank,"approval, gratitude, neutral",3
skeptisch,"admiration, neutral",2
beschloss,"admiration, neutral",2
gelangten,"joy, neutral",2
hoher,"disappointment, neutral",2
mitwirkenden,"annoyance, neutral",2
bühnenbild,"annoyance, neutral",2
scheiterte,"disappointment, neutral",2
menschenreich,"love, neutral",2
lina,"admiration, neutral, realization, sadness",4
flattern,"curiosity, neutral",2
rannte,"admiration, neutral",2
froschsohn,"admiration, neutral",2
öffneten,"joy, neutral",2
halfen,"desire, neutral",2
liebevolle,"love, neutral",2
zerschlug,"caring, confusion, neutral",3
behandelte,"love, neutral",2
sklavin,"admiration, neutral",2
grauen,"fear, neutral, sadness",3
pustete,"joy, neutral",2
fanden,"admiration, disappointment, neutral, remorse",4
warteten,"disgust, neutral",2
torwächter,"joy, neutral",2
lippen,"admiration, neutral, sadness",3
murmelte,"desire, neutral, sadness",3
immerfroh,"admiration, love, neutral",3
auszusetzen,"love, neutral",2
eisig,"admiration, neutral",2
krächzte,"joy, neutral",2
duell,"disappointment, neutral",2
eissplittern,"neutral, optimism",2
wärmer,"joy, neutral, realization",3
neu,"love, neutral",2
verändern,"approval, joy, neutral",3
wich,"admiration, fear, neutral",3
besiegte,"admiration, neutral",2
monster,"annoyance, neutral",2
zitternd,"neutral, sadness",2
regnen,"admiration, neutral",2
herbeizaubern,"excitement, neutral",2
zuhause,"disappointment, joy, neutral, realization",4
befahl,"excitement, neutral",2
verbeugte,"admiration, neutral",2
irgendwo,"neutral, optimism",2
gesichter,"disgust, neutral",2
verschaffte,"neutral, realization",2
taten,"admiration, approval, neutral",3
gezeigt,"neutral, realization",2
freizulassen,"neutral, realization",2
flatterten,"disappointment, fear, neutral",3
stolperte,"curiosity, neutral",2
sees,"neutral, sadness",2
nickten,"admiration, approval, joy, neutral",4
riss,"anger, neutral",2
ärmel,"neutral, realization",2
morgenlicht,"admiration, neutral",2
bewunderte,"admiration, neutral",2
begeistert,"excitement, neutral",2
ritter,"love, neutral, realization",3
jacke,"neutral, realization",2
arbeite,"anger, neutral",2
größter,"fear, neutral",2
lüge,"disappointment, neutral",2
verbrachte,"fear, love, neutral",3
bewunderer,"admiration, neutral",2
lächelten,"joy, neutral",2
hinweg,"admiration, neutral",2
auto,"disappointment, neutral",2
schwächer,"admiration, neutral",2
grafen,"disappointment, neutral",2
verwundet,"disappointment, neutral",2
lyria,"caring, fear, love, neutral",4
dunkelhaarigen,"love, neutral",2
blutenden,"caring, neutral",2
netze,"admiration, neutral",2
blühte,"admiration, neutral",2
hallte,"neutral, sadness",2
unendlich,"admiration, neutral",2
wunderhölzern,"desire, neutral",2
getrennt,"neutral, sadness",2
sammelten,"approval, neutral",2
ruhigen,"admiration, neutral",2
stiller,"disappointment, neutral",2
leiser,"neutral, realization",2
morgengrauen,"disappointment, neutral",2
sun‑jae,"neutral, optimism, realization",3
tae‑soo,"neutral, sadness",2
gier,"admiration, neutral, realization",3
verletzt,"disappointment, neutral",2
drohte,"fear, neutral",2
versenkten,"anger, neutral",2
neckte,"caring, neutral",2
lasse,"annoyance, neutral",2
französisch,"annoyance, neutral",2
gassen,"neutral, sadness",2
hungriger,"neutral, sadness",2
seitdem,"nervousness, neutral",2
machtlos,"neutral, realization",2
verlorener,"admiration, neutral",2
milder,"love, neutral",2
gestillt,"neutral, relief",2
verstorbene,"neutral, realization",2
überglücklich,"admiration, joy, love",3
gestehen,"admiration, love",2
schlicht,"admiration, approval, curiosity",3
besonderes,"admiration, desire, excitement",3
magisches,"admiration, gratitude",2
freut,"admiration, excitement",2
tauglich,"admiration, approval, realization",3
befehle,"admiration, love",2
reinlichkeit,"admiration, realization",2
krähensprache,"admiration, approval",2
zahmen,"admiration, love",2
geliebten,"admiration, love",2
abgemalt,"admiration, realization",2
drucken,"admiration, fear",2
seh,"admiration, disappointment",2
wiedergeben,"admiration, desire",2
hauptrolle,"admiration, disappointment",2
schätze,"admiration, anger",2
mittel,"admiration, love",2
hurrah,"admiration, amusement, joy",3
geträumt,"admiration, annoyance, confusion, excitement, love, surprise",6
glückte,"admiration, disappointment",2
fräulein,"admiration, love",2
dankte,"admiration, gratitude",2
süß,"admiration, sadness",2
roch,"admiration, joy",2
liebevoll,"admiration, love",2
prächtiges,"admiration, approval, realization",3
lappen,"admiration, disappointment",2
außerordentlich,"admiration, anger",2
adel,"admiration, approval",2
verdiente,"admiration, fear",2
wundersam,"admiration, sadness, surprise",3
tänze,"admiration, amusement",2
offenbarte,"admiration, realization",2
gleichst,"admiration, love",2
rosenhecken,"admiration, gratitude",2
niedliches,"admiration, gratitude",2
zitronen,"admiration, approval",2
marmorschloß,"admiration, approval",2
häßlicher,"admiration, annoyance",2
dose,"admiration, surprise",2
wiesenblumen,"admiration, disappointment",2
tapfer,"admiration, disappointment",2
scherzte,"admiration, joy",2
süßer,"admiration, love",2
neugierig,"admiration, curiosity",2
unruhig,"admiration, fear",2
summten,"admiration, anger",2
jubel,"admiration, desire",2
klangen,"admiration, disappointment",2
gefrorener,"admiration, joy",2
wirklichkeit,"approval, fear, surprise",3
weiten,"amusement, gratitude, surprise",3
furcht,"annoyance, fear, realization, surprise",4
schöneres,"disappointment, surprise",2
heimkehrte,"optimism, surprise",2
erstaunlichste,"desire, surprise",2
mussten,"annoyance, surprise",2
einöde,"curiosity, realization",2
weinst,"annoyance, curiosity",2
wißt,"curiosity, gratitude",2
schläfst,"approval, curiosity",2
denkst,"curiosity, love",2
verkehrt,"amusement, curiosity",2
fühle,"curiosity, disappointment, realization, relief",4
instrument,"annoyance, curiosity, desire",3
wünsche,"annoyance, caring, curiosity, desire",4
veränderte,"curiosity, realization",2
hüh,"anger, pride",2
vorwürfe,"amusement, anger, sadness",3
lachend,"amusement, anger, approval",3
verdammt,"anger, sadness",2
erbarmer,"anger, caring, sadness",3
dummes,"anger, realization",2
mücken,"anger, disgust",2
ziel,"desire, joy, love",3
schweinhirtin,"desire, love",2
sonnenseite,"desire, joy",2
offizier,"desire, sadness",2
wiederzusehen,"desire, fear",2
erfüllten,"desire, disappointment",2
ungerechtigkeit,"desire, disapproval",2
unglücklich,"caring, disappointment, realization, sadness",4
vision,"love, realization",2
jemandem,"caring, fear, realization",3
nachgejagt,"disappointment, realization",2
bezug,"joy, realization",2
schreckliches,"fear, realization",2
kobold,"caring, realization",2
tracht,"annoyance, fear, realization",3
besinnung,"realization, sadness",2
vorgegangen,"joy, realization",2
gefühl,"annoyance, realization",2
besondere,"approval, optimism, realization",3
begierig,"embarrassment, realization",2
gewirkt,"fear, realization",2
erscheinung,"embarrassment, realization",2
verzweiflung,"disappointment, realization",2
rauschendes,"approval, joy",2
opfern,"approval, love",2
natürlicher,"approval, optimism",2
wahrer,"approval, caring",2
schöpfer,"annoyance, gratitude",2
glückliche,"caring, fear, joy",3
lustige,"amusement, joy",2
jubelten,"joy, sadness",2
weinend,"joy, sadness",2
heilte,"fear, joy",2
verschandeln,"annoyance, disgust",2
knarrten,"annoyance, fear",2
entsetzlich,"annoyance, disgust, fear",3
komisch,"annoyance, disgust",2
beziehung,"love, sadness",2
einfaches,"love, sadness",2
pflegen,"caring, love",2
pirat,"disappointment, love",2
unzufrieden,"disappointment, sadness",2
wund,"embarrassment, sadness",2
beißen,"caring, disgust",2
schreckliche,"disappointment, fear",2
rachen,"disgust, fear",2
seltsamsten,"disgust, fear",2
scheußlich,"amusement, disapproval",2
entenhofe,"disapproval, disgust",2
schlimmer,"disappointment, disgust",2
geduldet,"disappointment, optimism",2
